vehicle_make,vehicle_model,vehicle_year,vehicle_vin,vehicle_color,vehicle_price,vehicle_mileage,vehicle_condition,vehicle_transmission,vehicle_fuel_type,vehicle_body_style,vehicle_engine_size,vehicle_drivetrain,vehicle_features,Vehicle_ID,customer_id
Mitsubishi,Montero Sport,1999,1FTEW1C80FF846661,Pink,46424.95,82851,used,manual,gasoline,sedan,3.9,all-wheel drive,sunroof, VEH-3101  , CUS-7176  
Acura,TL,2009,KNAFX6A84E5707445,Puce,75504.02,165464,new,manual,diesel,coupe,2.4,rear-wheel drive,sunroof, VEH-6486  , CUS-7173  
Oldsmobile,Regency,1997,1G6AR5SXXE0319692,Green,37478.96,85559,new,manual,electric,sedan,4.2,all-wheel drive,heated seats, VEH-9870  , CUS-5159  
Honda,Civic,1990,KNDMG4C76B6086850,Fuscia,65642.02,77206,certified pre-owned,manual,gasoline,truck,4.5,rear-wheel drive,sunroof, VEH-7748  , CUS-9359  
Jeep,Patriot,2008,WAUWG74F19N293255,Purple,70920.99,86377,used,automatic,electric,SUV,3.3,all-wheel drive,sunroof, VEH-6305  , CUS-9883  
Nissan,NX,1993,KNAFU5A28B5018504,Indigo,41572.47,34382,new,manual,diesel,SUV,5.3,rear-wheel drive,navigation system, VEH-2482  , CUS-4820  
Ford,Focus,2000,WAULT64B44N689405,Teal,51260.59,87035,new,automatic,diesel,truck,3,front-wheel drive,leather seats, VEH-6437  , CUS-6988  
Toyota,MR2,2004,5N1AA0ND4EN082348,Puce,8708.29,19024,new,automatic,gasoline,SUV,4.3,rear-wheel drive,navigation system, VEH-9706  , CUS-5977  
Eagle,Summit,1992,2T2BK1BA3BC828692,Teal,87067.31,132119,certified pre-owned,automatic,diesel,coupe,5.3,rear-wheel drive,navigation system, VEH-3658  , CUS-5685  
Chevrolet,Monte Carlo,2006,5GAEV23D59J928784,Teal,37694.34,164789,used,manual,electric,SUV,4.3,front-wheel drive,leather seats, VEH-2993  , CUS-2201  
Pontiac,Grand Prix,1962,KNADH4A35B6287052,Orange,33823.23,147752,used,automatic,electric,sedan,4.5,all-wheel drive,sunroof, VEH-4326  , CUS-3231  
Ford,F-Series,1995,1C3CDFAA5ED609634,Khaki,93932.68,81648,certified pre-owned,manual,gasoline,truck,2.7,all-wheel drive,navigation system, VEH-2732  , CUS-1107  
Cadillac,DTS,2006,2HNYD28458H162959,Indigo,26683.52,194862,certified pre-owned,automatic,diesel,truck,1.4,all-wheel drive,leather seats, VEH-9659  , CUS-5119  
GMC,Sonoma,2003,1D7RW3GK6AS659940,Teal,49908.28,187128,certified pre-owned,automatic,diesel,coupe,3.5,front-wheel drive,navigation system, VEH-0005  , CUS-1782  
Jeep,Wrangler,2002,5GAKRBKD2EJ127572,Fuscia,74693.52,37898,new,automatic,gasoline,SUV,4.9,rear-wheel drive,leather seats, VEH-1310  , CUS-0311  
Volvo,S80,2000,WBALM7C59BE573354,Purple,99768.66,75332,used,automatic,diesel,sedan,3.3,front-wheel drive,navigation system, VEH-9870  , CUS-7564  
Buick,Rendezvous,2002,WAUJT68E52A501118,Violet,73163.18,165698,used,manual,gasoline,SUV,2.4,all-wheel drive,leather seats, VEH-5984  , CUS-2042  
Land Rover,Range Rover Sport,2006,WAUKH68D11A454228,Goldenrod,74388.8,67339,new,automatic,gasoline,coupe,2.9,front-wheel drive,navigation system, VEH-1319  , CUS-4290  
GMC,Sierra 1500,1999,5J6TF1H36DL837785,Indigo,79550.5,2844,used,manual,gasoline,truck,4.4,rear-wheel drive,heated seats, VEH-9081  , CUS-1696  
GMC,Safari,2005,SAJWA4FB3EL605998,Mauv,45675.32,81784,used,manual,electric,truck,3.5,rear-wheel drive,leather seats, VEH-8624  , CUS-8018  
Mitsubishi,Eclipse,2005,JTDKN3DP6E3368238,Khaki,76707.44,163961,used,manual,electric,coupe,5.9,rear-wheel drive,leather seats, VEH-9208  , CUS-0640  
Lotus,Esprit,1997,JH4CL96827C196472,Maroon,55674.23,120342,certified pre-owned,automatic,gasoline,sedan,2.8,rear-wheel drive,leather seats, VEH-3175  , CUS-3197  
Infiniti,QX,1998,1C4SDJET8CC642622,Teal,31651.03,19554,used,automatic,electric,SUV,2.6,front-wheel drive,sunroof, VEH-6258  , CUS-9257  
Ford,Taurus,2001,JH4CU25659C717742,Red,75963.89,168334,new,automatic,gasoline,coupe,1.4,all-wheel drive,leather seats, VEH-1342  , CUS-6670  
Mazda,Millenia,1998,WBAKP9C55FD011557,Aquamarine,80232.27,87620,certified pre-owned,manual,electric,truck,2.5,front-wheel drive,sunroof, VEH-9548  , CUS-1430  
Mercedes-Benz,CL-Class,2010,2T3BFREV0FW212174,Teal,67513.47,160036,certified pre-owned,automatic,diesel,sedan,4.2,all-wheel drive,heated seats, VEH-6232  , CUS-0837  
Mercury,Grand Marquis,1987,WBADX1C54CJ378988,Teal,25719.45,83954,used,automatic,electric,truck,3.3,front-wheel drive,sunroof, VEH-5830  , CUS-0124  
Volvo,XC70,2006,WAUSH98E96A822771,Violet,58257.03,188776,certified pre-owned,automatic,diesel,coupe,3.7,all-wheel drive,heated seats, VEH-8954  , CUS-6943  
Chrysler,LHS,1994,WBABW53475P589305,Purple,32948.61,68872,used,automatic,diesel,coupe,4.2,all-wheel drive,sunroof, VEH-2763  , CUS-3141  
Volkswagen,Jetta,1994,1GKUKGEJ4AR327993,Maroon,49148.49,84470,new,automatic,gasoline,coupe,2,front-wheel drive,sunroof, VEH-7930  , CUS-2702  
Chevrolet,Camaro,1995,3C4PDDEG9CT071348,Blue,24248.45,34290,used,manual,electric,coupe,3.6,front-wheel drive,sunroof, VEH-8668  , CUS-3516  
BMW,530,2001,1GYFK13279R963097,Orange,77409.62,40086,certified pre-owned,manual,diesel,truck,3.8,all-wheel drive,navigation system, VEH-3633  , CUS-3558  
Porsche,968,1992,WBAKC6C5XAC760332,Pink,98372.51,4947,used,manual,electric,SUV,3.8,rear-wheel drive,sunroof, VEH-8191  , CUS-9213  
GMC,Savana 2500,2003,19UUA9F52CA715738,Teal,49676.71,18162,used,manual,diesel,truck,1.6,front-wheel drive,navigation system, VEH-9418  , CUS-9700  
Infiniti,Q,2001,KNDJT2A50C7788016,Green,67023.21,189766,used,automatic,electric,SUV,2.9,rear-wheel drive,leather seats, VEH-8326  , CUS-7741  
Ford,Focus,2009,5J8TB3H56EL270821,Khaki,88584.71,142250,certified pre-owned,manual,diesel,truck,3.1,all-wheel drive,navigation system, VEH-6285  , CUS-9164  
BMW,5 Series,1994,WBAKG7C57CE702664,Purple,83704.63,146129,used,automatic,electric,coupe,2.7,rear-wheel drive,sunroof, VEH-5937  , CUS-1692  
Acura,RL,2005,WA1LGAFE9BD079854,Purple,58443.93,144226,certified pre-owned,automatic,electric,truck,5.6,rear-wheel drive,sunroof, VEH-4229  , CUS-1246  
BMW,M5,2010,WBADX1C52CJ533764,Yellow,62898.47,136165,used,manual,electric,truck,2.2,front-wheel drive,leather seats, VEH-2562  , CUS-5961  
GMC,Sonoma Club Coupe,1996,5UXFG2C54BL461369,Maroon,36090.96,82894,certified pre-owned,manual,diesel,coupe,3,all-wheel drive,heated seats, VEH-2972  , CUS-9299  
Lotus,Exige,2005,WBAUP93539V251116,Orange,53474.24,19380,used,manual,electric,truck,5,front-wheel drive,heated seats, VEH-3967  , CUS-4869  
Nissan,Maxima,1996,3C3CFFJH9ET895909,Green,60286.84,8769,certified pre-owned,automatic,electric,SUV,3.3,rear-wheel drive,sunroof, VEH-5818  , CUS-8901  
Chevrolet,Express 3500,2012,SCBZB25E32C329572,Mauv,10937.24,73066,certified pre-owned,automatic,gasoline,coupe,1.2,rear-wheel drive,leather seats, VEH-9857  , CUS-7404  
Lincoln,Continental,2002,KL4CJGSB7EB281706,Puce,68440.3,80165,new,manual,electric,SUV,4.4,all-wheel drive,leather seats, VEH-7144  , CUS-5320  
Pontiac,Grand Prix Turbo,1990,JTHBB1BAXC2972565,Indigo,75014.59,40733,certified pre-owned,manual,gasoline,coupe,3.2,front-wheel drive,sunroof, VEH-8612  , CUS-0900  
Mazda,Mazda5,2006,19UUA56631A498196,Fuscia,7484.91,6108,new,automatic,gasoline,truck,3.2,all-wheel drive,leather seats, VEH-7060  , CUS-9484  
Honda,Civic,2002,WBAGN63453D093965,Violet,85983.09,14376,used,automatic,electric,SUV,2.2,all-wheel drive,sunroof, VEH-0774  , CUS-5058  
Mercury,Cougar,1970,1G6AC5S31D0086783,Goldenrod,65478.01,22302,certified pre-owned,manual,electric,coupe,1.2,front-wheel drive,heated seats, VEH-9694  , CUS-5590  
Mazda,Mazdaspeed 3,2007,1D4RE2GG3BC932222,Violet,10954.41,129847,new,manual,diesel,SUV,4.2,front-wheel drive,leather seats, VEH-7375  , CUS-1426  
Pontiac,Grand Prix,2007,1G6KD57Y29U265324,Indigo,40892.75,35070,new,automatic,electric,truck,1.2,all-wheel drive,sunroof, VEH-9511  , CUS-3490  
Ford,Expedition,1998,1G6KE57Y32U103883,Fuscia,34036.92,193284,certified pre-owned,manual,gasoline,sedan,5.4,front-wheel drive,leather seats, VEH-5790  , CUS-6224  
Chevrolet,Corvette,1997,2B3CJ5DT7AH786910,Violet,42484.71,33012,new,automatic,gasoline,coupe,3.8,all-wheel drive,sunroof, VEH-8319  , CUS-2460  
Volkswagen,GTI,1988,JA4AS2AWXAZ236286,Red,72518.41,134357,new,automatic,diesel,coupe,1.8,all-wheel drive,leather seats, VEH-8129  , CUS-4422  
Ford,Escape,2006,SCBLF34F12C138193,Mauv,31683.69,2162,new,manual,diesel,truck,1.9,rear-wheel drive,heated seats, VEH-0963  , CUS-1126  
Chrysler,Imperial,1926,1G6KF54974U348182,Violet,56021.82,123177,used,automatic,diesel,truck,1.4,front-wheel drive,sunroof, VEH-7419  , CUS-7621  
Nissan,240SX,1996,2LMDJ8JK9FB666620,Puce,62422.61,155166,used,manual,diesel,SUV,4.9,rear-wheel drive,leather seats, VEH-1796  , CUS-5831  
GMC,Canyon,2006,2G61N5S31F9078377,Mauv,30093.76,137397,certified pre-owned,manual,diesel,truck,4.3,rear-wheel drive,heated seats, VEH-1303  , CUS-7732  
Pontiac,G6,2006,WAUJC68E95A790900,Orange,45514.78,43584,certified pre-owned,manual,diesel,SUV,1,front-wheel drive,navigation system, VEH-1390  , CUS-8339  
Suzuki,Swift,1999,1N4AL2AP7BC792576,Yellow,76897.85,163149,used,automatic,gasoline,SUV,5.3,rear-wheel drive,leather seats, VEH-1367  , CUS-0519  
Volvo,V50,2008,1G6KD57YX9U995143,Violet,84906.98,167748,new,manual,gasoline,sedan,2.6,all-wheel drive,navigation system, VEH-0143  , CUS-8699  
Honda,Odyssey,2010,1C4SDJCT1EC098020,Crimson,41764.39,29616,certified pre-owned,manual,electric,truck,3.5,rear-wheel drive,heated seats, VEH-8938  , CUS-2037  
Pontiac,GTO,1971,JTEBU4BF9BK835569,Puce,70949.75,172288,new,manual,gasoline,coupe,3.9,all-wheel drive,sunroof, VEH-5182  , CUS-3836  
Lotus,Evora,2012,3VW8S7AT6FM195068,Green,22480.75,161306,new,automatic,electric,coupe,2.3,rear-wheel drive,sunroof, VEH-7066  , CUS-7877  
Toyota,4Runner,1999,1G4HP54K714693338,Maroon,13690.47,136433,new,manual,diesel,truck,3.5,rear-wheel drive,leather seats, VEH-8739  , CUS-1208  
Porsche,Boxster,2013,3N1AB6AP3CL162406,Khaki,13465.72,13766,certified pre-owned,automatic,gasoline,coupe,5.8,front-wheel drive,navigation system, VEH-9816  , CUS-9766  
Pontiac,Firefly,1991,5N1AN0NU1CC344596,Khaki,47331.08,47814,certified pre-owned,manual,diesel,truck,2.6,front-wheel drive,navigation system, VEH-1451  , CUS-4706  
Volkswagen,rio,1995,WAU32AFD4FN022549,Indigo,75530.39,5206,used,automatic,electric,SUV,5.4,all-wheel drive,sunroof, VEH-5646  , CUS-5325  
Audi,200,1989,WAUBFAFL6DA297741,Fuscia,77090.58,39126,new,automatic,electric,sedan,4.4,all-wheel drive,sunroof, VEH-0842  , CUS-1497  
Lexus,ES,1992,WBAYF4C50ED684495,Maroon,49373.12,71066,new,automatic,electric,sedan,1.4,front-wheel drive,heated seats, VEH-9501  , CUS-0602  
Isuzu,Axiom,2004,WDDNG7BB5BA632150,Aquamarine,75496.15,111432,used,automatic,gasoline,sedan,6,all-wheel drive,sunroof, VEH-1505  , CUS-5244  
Chevrolet,Cobalt,2007,WAULVBFR6CA223817,Maroon,97115.44,74463,certified pre-owned,manual,diesel,sedan,4.7,all-wheel drive,heated seats, VEH-3615  , CUS-3466  
Toyota,Sienna,2007,WBAVT73558F814356,Fuscia,60878.55,195150,certified pre-owned,automatic,diesel,SUV,3.1,all-wheel drive,sunroof, VEH-1416  , CUS-7439  
Volkswagen,New Beetle,2007,5N1AA0NCXCN565847,Mauv,44793.7,56266,used,automatic,diesel,SUV,3.5,rear-wheel drive,sunroof, VEH-1050  , CUS-3978  
Toyota,Yaris,2012,1G6KD57908U844951,Maroon,15832.95,33929,certified pre-owned,manual,electric,sedan,2.2,front-wheel drive,leather seats, VEH-6440  , CUS-8875  
Ford,Excursion,2001,4USBU33526L247687,Orange,43412.28,116126,new,manual,gasoline,sedan,5.6,rear-wheel drive,navigation system, VEH-7574  , CUS-2530  
Nissan,Maxima,1993,WDDEJ7EB7CA193631,Pink,64649.78,74381,used,automatic,electric,truck,4.4,rear-wheel drive,navigation system, VEH-8013  , CUS-1216  
Plymouth,Roadrunner,1969,3VWML7AJ1CM575716,Fuscia,60097.33,146346,certified pre-owned,manual,electric,SUV,2.1,all-wheel drive,heated seats, VEH-7791  , CUS-6896  
Maserati,GranTurismo,2008,WAUKF78EX7A525469,Yellow,97910.65,50973,used,automatic,gasoline,truck,1.7,rear-wheel drive,leather seats, VEH-6424  , CUS-9623  
Chevrolet,Venture,2000,1G6DJ1E33C0976787,Maroon,30120.89,54126,used,automatic,gasoline,coupe,2,all-wheel drive,heated seats, VEH-8303  , CUS-2036  
Chevrolet,Express 3500,2003,WBANU5C56AB659329,Aquamarine,14769.26,100890,used,automatic,gasoline,truck,5.1,rear-wheel drive,sunroof, VEH-7505  , CUS-9092  
GMC,Sierra 1500,1999,2T2BK1BA1EC787760,Violet,35357.86,99050,certified pre-owned,automatic,gasoline,SUV,1.1,rear-wheel drive,sunroof, VEH-2918  , CUS-7743  
Ford,GT,2006,WA1LFAFP9EA998831,Red,24723.03,69176,new,automatic,diesel,truck,2.7,rear-wheel drive,sunroof, VEH-3725  , CUS-9106  
Honda,Passport,1999,4JGDA2EBXCA631188,Yellow,60506.83,20908,used,automatic,gasoline,SUV,2.6,all-wheel drive,navigation system, VEH-0579  , CUS-2080  
Kia,Sportage,2005,WBAWB33509P471497,Teal,66753.33,101219,used,manual,diesel,truck,2,front-wheel drive,heated seats, VEH-6321  , CUS-6068  
Acura,TSX,2009,WAUJC68EX5A265084,Crimson,18282.38,67909,certified pre-owned,automatic,electric,sedan,4.3,front-wheel drive,navigation system, VEH-3381  , CUS-0687  
Lexus,IS,2004,1FAHP3HN3AW932620,Khaki,82711.33,85580,certified pre-owned,automatic,electric,sedan,3.1,all-wheel drive,leather seats, VEH-2610  , CUS-3665  
Pontiac,Trans Sport,1997,3VW217AU1FM728235,Green,35518.84,41524,new,automatic,gasoline,truck,4.1,all-wheel drive,heated seats, VEH-1014  , CUS-0720  
Mercedes-Benz,GL-Class,2012,1G6DF8EY3B0266132,Mauv,99423.06,40278,certified pre-owned,manual,electric,sedan,5.2,all-wheel drive,sunroof, VEH-4901  , CUS-5436  
Ford,E350,2012,3C3CFFAR7FT645580,Crimson,73507.59,11278,certified pre-owned,manual,diesel,SUV,4.2,front-wheel drive,sunroof, VEH-1582  , CUS-2945  
Land Rover,Freelander,2008,WP0AA2A96FS945980,Aquamarine,42112.63,134173,certified pre-owned,manual,electric,truck,4.2,rear-wheel drive,leather seats, VEH-6611  , CUS-3609  
Ford,Mustang,2012,4T1BD1FK3CU529494,Fuscia,83968.85,120199,certified pre-owned,manual,electric,sedan,1.5,all-wheel drive,heated seats, VEH-2023  , CUS-3141  
Land Rover,LR4,2010,3D7TT2CT7BG938894,Violet,87452.11,52332,used,manual,gasoline,coupe,5.7,all-wheel drive,heated seats, VEH-5682  , CUS-0112  
Suzuki,Sidekick,1995,SAJWJ0FF5F8841259,Orange,92469.52,73969,used,manual,diesel,truck,4.4,front-wheel drive,heated seats, VEH-4527  , CUS-1253  
Lotus,Exige,2008,WVWAB7AJ9CW964614,Red,42737.23,112163,new,automatic,diesel,coupe,1.2,all-wheel drive,heated seats, VEH-6584  , CUS-3318  
Jaguar,XK,2010,1FA6P8AM3F5816286,Fuscia,94307.33,132343,certified pre-owned,automatic,electric,SUV,4.3,all-wheel drive,sunroof, VEH-5764  , CUS-1525  
Jeep,Cherokee,1999,KNADM4A38E6398713,Pink,17767.84,189409,used,manual,electric,SUV,1.3,all-wheel drive,navigation system, VEH-1695  , CUS-1833  
Chevrolet,Caprice,1991,WAUEL74F35N641011,Mauv,36208.58,32419,used,automatic,diesel,truck,1.9,rear-wheel drive,navigation system, VEH-1364  , CUS-8551  
Daewoo,Lanos,2000,JH4KA96631C069673,Teal,41701.54,83469,certified pre-owned,manual,diesel,truck,1.7,all-wheel drive,navigation system, VEH-6009  , CUS-6705  
Toyota,Previa,1994,KMHGC4DEXAU420728,Goldenrod,83540.67,188007,new,manual,diesel,sedan,2.7,all-wheel drive,heated seats, VEH-8632  , CUS-1805  
GMC,Sierra 3500,2003,1G6AW5SX6F0724457,Yellow,59671.09,49702,new,automatic,diesel,sedan,2.2,front-wheel drive,heated seats, VEH-6697  , CUS-3829  
Ford,LTD Crown Victoria,1990,2G61V5S84E9377324,Teal,45358.58,100747,used,automatic,gasoline,sedan,5.7,all-wheel drive,leather seats, VEH-0658  , CUS-4640  
Pontiac,Grand Prix,1993,WAUGGBFCXCN781573,Puce,24385.91,183579,used,automatic,gasoline,SUV,1.1,all-wheel drive,navigation system, VEH-0961  , CUS-4546  
Mercedes-Benz,CLK-Class,2003,JN1CV6EK4CM101425,Orange,62706.19,30466,new,manual,electric,sedan,4,front-wheel drive,heated seats, VEH-5625  , CUS-5683  
Toyota,Tacoma Xtra,2001,YV1902AH3B1284500,Green,12599.35,144420,new,manual,gasoline,coupe,5,rear-wheel drive,sunroof, VEH-2065  , CUS-1790  
Chevrolet,Monte Carlo,2006,1GKS2GEJ0BR709897,Pink,67198.66,67205,certified pre-owned,manual,gasoline,truck,4.3,front-wheel drive,navigation system, VEH-4717  , CUS-4034  
Buick,LeSabre,1991,WDCGG0EB8DG513265,Violet,8951.53,111828,used,automatic,gasoline,coupe,4.5,rear-wheel drive,navigation system, VEH-9235  , CUS-8210  
Acura,NSX,1993,KMHEC4A42DA417380,Violet,28819.55,91410,used,automatic,gasoline,sedan,5.3,front-wheel drive,sunroof, VEH-3308  , CUS-9580  
Volkswagen,Golf,2000,3MZBM1K70FM970253,Green,9031.33,188283,used,automatic,electric,coupe,4.5,all-wheel drive,sunroof, VEH-1241  , CUS-7459  
Mitsubishi,Outlander Sport,2011,3VW4A7AT9DM993675,Blue,53423.6,43729,used,manual,gasoline,SUV,4.3,front-wheel drive,navigation system, VEH-9156  , CUS-2481  
Chevrolet,Impala,2002,3N1AB6AP5BL188942,Teal,60258.95,14777,new,manual,gasoline,truck,3.8,rear-wheel drive,heated seats, VEH-0361  , CUS-2017  
Volkswagen,Rabbit,2010,WA1CM74L99D761690,Red,63976.41,98434,used,manual,electric,sedan,5.1,rear-wheel drive,leather seats, VEH-0029  , CUS-8775  
Honda,Accord,1998,JHMZE2H34CS147528,Orange,82262.01,85171,new,automatic,diesel,sedan,1.1,all-wheel drive,leather seats, VEH-7476  , CUS-6939  
Suzuki,Vitara,2003,3C6TD5HT5CG488981,Crimson,96855.48,132954,certified pre-owned,manual,electric,coupe,3.2,front-wheel drive,heated seats, VEH-5322  , CUS-6815  
Lincoln,Continental,1992,WVGFF9BP7BD568499,Teal,87861.17,108349,certified pre-owned,manual,gasoline,coupe,1.8,front-wheel drive,leather seats, VEH-5379  , CUS-8862  
Ferrari,430 Scuderia,2008,3N1CN7AP1FL436681,Violet,10040.22,12015,used,manual,electric,coupe,2.7,all-wheel drive,leather seats, VEH-6588  , CUS-1082  
Audi,S4,2002,3GYFNEEYXBS588972,Puce,50583.87,52948,used,manual,electric,coupe,4.2,rear-wheel drive,sunroof, VEH-0266  , CUS-1146  
Ford,Explorer,2008,WA1BV94L08D544760,Khaki,93483.14,16135,new,manual,electric,SUV,1.8,all-wheel drive,navigation system, VEH-4673  , CUS-3872  
Ford,Explorer,2012,2T2BK1BA9BC078733,Khaki,19282.67,165950,used,manual,diesel,SUV,2.6,rear-wheel drive,heated seats, VEH-9665  , CUS-6431  
Audi,S6,2011,2HNYD18615H510246,Khaki,29197.77,148356,new,automatic,diesel,sedan,4.2,rear-wheel drive,sunroof, VEH-9634  , CUS-1943  
Chevrolet,Express 3500,2012,3D7TP2CT0AG258063,Teal,25193.74,131588,certified pre-owned,manual,electric,truck,5.9,rear-wheel drive,navigation system, VEH-0478  , CUS-6229  
Honda,Accord,1988,W04GN5EC2B1204919,Goldenrod,80164.55,15841,used,manual,gasoline,SUV,5.6,rear-wheel drive,sunroof, VEH-1791  , CUS-8664  
Lincoln,Navigator L,2009,SCBGT3ZA3EC690807,Fuscia,70502.01,133837,certified pre-owned,manual,electric,SUV,3.7,all-wheel drive,sunroof, VEH-4942  , CUS-6838  
Ford,Aerostar,1991,5TDBK3EH0CS544812,Fuscia,51498.99,76009,certified pre-owned,manual,diesel,SUV,5.3,rear-wheel drive,navigation system, VEH-9038  , CUS-0727  
Daewoo,Leganza,1999,SALAB2V65EA323056,Purple,30752.97,25865,certified pre-owned,manual,electric,SUV,3.4,front-wheel drive,leather seats, VEH-5001  , CUS-6414  
Jaguar,XK Series,1997,WA1CV74LX7D486826,Red,72561.43,99670,used,automatic,electric,SUV,3.2,front-wheel drive,leather seats, VEH-0213  , CUS-6871  
Land Rover,Discovery,2005,4T1BF3EK5AU716708,Aquamarine,44009.38,184929,certified pre-owned,manual,electric,truck,5.8,all-wheel drive,sunroof, VEH-9223  , CUS-3826  
BMW,5 Series,1993,WAUVC58EX3A063421,Teal,67596.44,121588,used,manual,gasoline,SUV,5,front-wheel drive,leather seats, VEH-4568  , CUS-8845  
Volvo,S60,2013,1G6AE1R36F0552395,Teal,65736.24,110051,certified pre-owned,automatic,electric,sedan,3.6,rear-wheel drive,heated seats, VEH-1003  , CUS-9970  
Mercedes-Benz,CL-Class,2000,5UXKR2C51F0509801,Blue,22090.41,122986,certified pre-owned,automatic,electric,truck,2.5,rear-wheel drive,sunroof, VEH-0206  , CUS-7171  
Toyota,Tercel,1996,WBAPM7G50AN983387,Puce,29919.7,33450,new,automatic,gasoline,truck,3.7,rear-wheel drive,sunroof, VEH-5747  , CUS-5341  
Dodge,D250,1993,KNAFT4A2XA5490604,Mauv,46569.1,145709,used,manual,diesel,coupe,2.7,front-wheel drive,heated seats, VEH-9005  , CUS-7782  
GMC,Sierra 1500,2011,WBAYA8C58FG026042,Goldenrod,26201.03,166910,certified pre-owned,automatic,electric,SUV,3.4,rear-wheel drive,leather seats, VEH-1431  , CUS-7952  
Mercury,Grand Marquis,2004,WBA4B1C5XFG462118,Yellow,13986.19,177583,certified pre-owned,automatic,diesel,coupe,4.9,front-wheel drive,heated seats, VEH-0507  , CUS-4873  
Aston Martin,Rapide,2011,WBA3C1C58CA118455,Puce,69572.3,187153,used,automatic,diesel,SUV,4.2,rear-wheel drive,sunroof, VEH-7777  , CUS-2403  
Ford,Thunderbird,1996,3N1CN7AP5DL150331,Yellow,75319.5,178824,new,automatic,electric,truck,2,front-wheel drive,sunroof, VEH-2629  , CUS-7172  
Pontiac,Sunfire,2004,1GKS1KE01CR730787,Orange,56176.61,158872,used,automatic,electric,coupe,3.1,front-wheel drive,leather seats, VEH-1252  , CUS-5001  
Mitsubishi,Mighty Max Macro,1993,2CTALMEC3B6912223,Orange,85907.53,102941,certified pre-owned,automatic,electric,SUV,3.3,front-wheel drive,heated seats, VEH-9696  , CUS-6429  
Pontiac,Grand Am,1998,1FTEX1CM2BK781372,Purple,87603.6,191736,used,manual,diesel,SUV,1.4,all-wheel drive,heated seats, VEH-6777  , CUS-9626  
Pontiac,Grand Prix,2004,5N3ZA0NCXAN919440,Khaki,46676.34,18769,used,manual,gasoline,truck,2.8,all-wheel drive,heated seats, VEH-2280  , CUS-1283  
Toyota,Land Cruiser,1999,1GKS1AKC7FR627757,Green,48997.37,38383,used,automatic,gasoline,SUV,1.3,rear-wheel drive,navigation system, VEH-8454  , CUS-7955  
Chevrolet,HHR,2011,KL4CJDSB0DB670913,Teal,36297.18,199167,certified pre-owned,manual,electric,coupe,5.2,rear-wheel drive,heated seats, VEH-3024  , CUS-6014  
Plymouth,Grand Voyager,1993,1FTWX3D5XAE136151,Pink,48204.88,9453,certified pre-owned,manual,gasoline,truck,1.5,all-wheel drive,leather seats, VEH-7537  , CUS-4060  
Audi,Allroad,2005,YV4902BZ6E1574146,Teal,46239.81,180486,new,automatic,gasoline,coupe,5.5,all-wheel drive,navigation system, VEH-7983  , CUS-7536  
Infiniti,FX,2005,WAUBVAFB1BN934468,Indigo,43468.86,52487,certified pre-owned,manual,diesel,SUV,4.5,front-wheel drive,leather seats, VEH-1241  , CUS-4857  
Chevrolet,Express 3500,1997,1G6DN57P890653467,Khaki,91225.25,9354,used,manual,electric,coupe,2.8,all-wheel drive,navigation system, VEH-8769  , CUS-0875  
Ford,Expedition,2006,1GKS2FEJ8CR499237,Puce,72949.5,11303,certified pre-owned,automatic,gasoline,SUV,2.9,all-wheel drive,navigation system, VEH-4010  , CUS-9198  
Aston Martin,Vantage,2009,NM0KS9BN5CT250852,Yellow,48587.19,43859,new,manual,diesel,truck,2.5,all-wheel drive,leather seats, VEH-1983  , CUS-6042  
Buick,Riviera,1997,JTHFF2C26F2667782,Teal,55658.7,18603,new,automatic,electric,SUV,4,front-wheel drive,leather seats, VEH-5466  , CUS-4344  
Toyota,Tacoma Xtra,1995,KMHFH4JGXEA389619,Pink,90783.36,57826,certified pre-owned,manual,electric,sedan,1.8,front-wheel drive,navigation system, VEH-5615  , CUS-8397  
Ford,Thunderbird,1996,5GADX33L26D373242,Green,98046.87,196052,new,manual,gasoline,sedan,2.9,all-wheel drive,heated seats, VEH-6692  , CUS-7042  
Suzuki,Esteem,1995,1C4SDHCT4EC345376,Indigo,51460.43,127426,new,automatic,diesel,sedan,4.6,rear-wheel drive,navigation system, VEH-2885  , CUS-7278  
Ford,F250,2008,WAUEKBFB6AN628456,Violet,12339.69,27185,certified pre-owned,automatic,gasoline,truck,3,rear-wheel drive,leather seats, VEH-1157  , CUS-9270  
Mercedes-Benz,SL-Class,1995,1G6DC5EG4A0106323,Orange,13158.54,20659,new,automatic,diesel,truck,3.4,all-wheel drive,sunroof, VEH-9823  , CUS-3747  
BMW,X5,2001,1FTSX2A57AE553420,Goldenrod,11911.49,131488,used,automatic,diesel,SUV,2,front-wheel drive,sunroof, VEH-9769  , CUS-3011  
Porsche,944,1991,5UXWX7C52CL049997,Blue,92738.05,169453,used,automatic,diesel,sedan,3.2,rear-wheel drive,heated seats, VEH-6390  , CUS-2839  
Pontiac,Firebird,1986,1G6DM5EY3B0548422,Turquoise,54347.47,70203,certified pre-owned,automatic,gasoline,truck,5,all-wheel drive,sunroof, VEH-5191  , CUS-4649  
Ford,Thunderbird,1955,JM1GJ1T69E1637911,Indigo,98164.49,10742,used,automatic,electric,SUV,5.8,all-wheel drive,leather seats, VEH-7071  , CUS-9190  
